deploymentID,locationID,locationName,longitude,latitude,coordinateUncertainty,start,end,setupBy,cameraID,cameraModel,cameraInterval,cameraHeight,cameraTilt,cameraHeading,timestampIssues,baitUse,session,array,featureType,habitat,tags,comments,_id
005eaf17-3197-425a-b607-f831d458e2d7,81e247d0-edc9-4520-bd90-a0fba0e44678,B_ML_val 04_Roeselaerekreek,3.561,51.269,111,2020-10-08T07:51:23+0000,2020-11-10T05:25:39+0000,Jan Lodewijkx,,,0,1,,,,,,,,,boven de stroom,,
00a2c20d-f038-490c-9b3f-7e32abfa0be7,e254a13c-26e8-483d-b664-4a0f1f4e9995,B_HS_val 2_processiepark,4.774,51.496,111,2020-05-30T02:57:37+0000,2020-07-01T09:41:41+0000,Dennis,,,0,1.3,,,,,,,,,boven de stroom,,
00b0ecf3-a098-4e91-9b17-25d76ab264ff,9541cd66-93ee-42e6-b618-68ff242bb913,B_DM_val 2_Aloam,3.946,50.750,111,2020-12-19T22:37:13+0000,2021-01-12T21:55:27+0000,Davy,,,0,1.5,,,,,,,,,rechteroever,,
00ce371b-a2b5-4712-b0c6-044f5aee5c05,a934bb70-90d5-4408-82b9-351c6c8c8ed8,B_HS_val 6_keerschot,4.791,51.389,111,2021-04-08T05:35:05+0000,2021-05-05T01:43:37+0000,Dennis,,,0,1.7,,,,,,,,,linkeroever,,
0162ecfb-dc2a-4bc3-a764-0548cfa9d8ba,91d9abdd-da56-49a0-8c07-fa6305f39d6c,B_ML_val 05_molenkreek,3.567,51.283,111,2021-04-01T19:55:40+0000,2021-05-04T02:09:10+0000,Jan Lodewijkx,,,0,1,,,,,,,,,boven de stroom,,
01d9f82e-b1e4-4d95-86ad-dabc0f249472,ce943ced-1bcf-4140-9a2e-e8ee5e8c10e6,B_DM_val 4_'t WAD,4.013,50.699,111,2019-12-31T22:00:00+0000,2020-10-21T06:58:30+0000,Davy,,,0,1.5,,,,,,,,,rechteroever,,
01dd1933-9738-4859-9894-5c7573bc302a,9541cd66-93ee-42e6-b618-68ff242bb913,B_DM_val 2_Aloam,3.946,50.750,111,2020-09-22T18:32:17+0000,2020-09-23T02:34:11+0000,Davy,,,0,1.5,,,,,,,,,rechteroever,,
01e48853-9ece-4d19-af09-be08b700e3a1,2b477cf0-513d-4bbf-8f7f-0da95da9ab01,B_ML_val 10_Sint-Barbara,3.659,51.287,111,2020-11-10T16:21:03+0000,2020-12-06T06:27:22+0000,Jan Lodewijkx,,,0,1,,,,,,,,,boven de stroom,,
01e889b8-a8ae-4f84-8d97-c2c105eb91d8,d2f5034c-3699-4e62-af4d-d6127799eaa2,D_MICA 328,6.806,52.596,111,2020-11-19T06:02:39+0000,2020-12-20T22:42:47+0000,Björn Matthies,,,0,,,,,,,,,,,,
0432546b-9c28-495f-b8fd-8f82718e09b7,56128022-6061-4b59-b15a-65da16115780,B_ML_val 06_Oostpolderkreek,3.591,51.266,111,2020-08-04T22:40:48+0000,2020-08-21T23:42:38+0000,Jan Lodewijkx,,,0,1,,,,,,,,,boven de stroom,,
0485fd1e-787a-4944-a21a-d63e174fbb55,a56642ab-cc0d-4884-ab65-f0edef38ea1a,B_HS_val 4_Oosteneind,4.841,51.481,111,2020-08-21T04:18:34+0000,2020-09-01T02:06:48+0000,Dennis,,,0,1.9,,,,,,,,,linkeroever,,
04b01029-5b8a-4152-a631-9bf59081299e,d2f5034c-3699-4e62-af4d-d6127799eaa2,D_MICA 328,6.806,52.596,111,2021-06-07T14:03:07+0000,2021-06-09T20:40:40+0000,Björn Matthies,,,0,,,,,,,,,,,,
04be2dfa-0f2e-4bae-8193-f6a90f6a5540,7e52ad94-4d8e-41d2-a3e7-701d10c2492f,B_ML_val 02_camping grenspost,3.518,51.287,111,2020-10-08T15:32:26+0000,2020-11-10T05:20:25+0000,Jan Lodewijkx,,,0,1,,,,,,,,,boven de stroom,,
053a0e4e-0401-40ce-9d96-b2d71004016d,6e7f7ac3-5b6f-4e24-824c-f35342bdbaa9,B_HS_val 1_markweg,4.783,51.500,111,2021-09-13T06:07:01+0000,2021-09-30T18:33:26+0000,Dennis,,,0,0.65,,,,,,,,,linkeroever,,
05569b6d-5f7e-4cf1-afe9-225c6da01b43,81e247d0-edc9-4520-bd90-a0fba0e44678,B_ML_val 04_Roeselaerekreek,3.561,51.269,111,2020-09-01T19:21:13+0000,2020-09-04T23:33:21+0000,Jan Lodewijkx,,,0,1,,,,,,,,,boven de stroom,,
055dc08e-1c6b-44ec-8bfd-b52a1abd22a1,4c0e35fa-6c31-4b7e-a748-8989667b27e7,B_DM_val 5_wandelpadbruggetje,4.022,50.713,111,2020-09-22T18:42:18+0000,2020-10-20T22:48:25+0000,Davy,,,0,2,,,,,,,,,linkeroever,,
05a5dd33-329e-46b0-a48d-78e1f8032cff,d2f5034c-3699-4e62-af4d-d6127799eaa2,D_MICA 328,6.806,52.596,111,2020-04-29T00:17:59+0000,2020-05-14T04:45:51+0000,Björn Matthies,,,0,,,,,,,,,,boven de stroom,,
05c05f7b-6c38-4a06-a3b0-145de226c8ad,3232bcfd-5dfa-496e-b7ab-14593bb1b7f1,Mica Viane,3.898,50.742,111,2019-11-22T10:47:30+0000,2020-02-11T12:15:01+0000,Axel Neukermans,,,0,2,,,,,,,,,boven de stroom,,
05f4f78e-1e31-48d4-90f3-20584afbe670,48a46744-2458-455c-9f02-bd8f1bf0d021,B_DL_val 2_emissaire,5.658,51.184,111,2021-01-27T19:30:50+0000,2021-03-08T02:14:33+0000,Danny Van der beeck,,,0,1,,,,,,,,,rechteroever,,
0633fab2-bbee-4346-8b39-a28345e1f052,49a5ae46-99ae-4565-be2d-b4206aabb06c,B_DM_val 1_weerstation,3.897,50.742,111,2020-09-12T23:25:48+0000,2020-09-22T01:46:28+0000,Davy,,,0,1.5,,,,,,,,,linkeroever,,
06b5f22e-8964-41d2-b861-e750796b013f,ce943ced-1bcf-4140-9a2e-e8ee5e8c10e6,B_DM_val 4_'t WAD,4.013,50.699,111,2020-04-21T19:55:15+0000,2020-05-22T03:12:30+0000,Davy,,,0,1,,,,,,,,,rechteroever,,
06b8b44b-6693-4998-bb35-4eaf353bb21e,797916e0-ec10-43d5-955b-8d49d0567ea7,B_HS_val 3_meander ANB,4.762,51.479,111,2021-01-05T19:17:28+0000,2021-02-01T01:39:35+0000,Dennis,,,0,0.85,,,,,,,,,linkeroever,,
0733f39d-d559-4432-a9d2-29d982a7c884,2b477cf0-513d-4bbf-8f7f-0da95da9ab01,B_ML_val 10_Sint-Barbara,3.659,51.287,111,2020-06-05T22:49:26+0000,2020-06-27T20:58:56+0000,Jan Lodewijkx,,,0,1,,,,,,,,,boven de stroom,,
07413459-b4f0-4725-aef0-ac0e33421e04,c2be0076-37f8-4619-b52e-4cac99e50c5e,Mica Herne,4.020,50.706,111,2019-09-18T09:12:59+0000,2019-10-02T08:24:32+0000,Axel Neukermans,,,0,1,,,,,,,,,rechteroever,CAM_239 Herne Rechteroever HC600,
0816a744-3ef5-4c85-a7d9-e2ec42d3674d,2b477cf0-513d-4bbf-8f7f-0da95da9ab01,B_ML_val 10_Sint-Barbara,3.659,51.287,111,2020-12-09T18:28:04+0000,2020-12-17T16:03:11+0000,Jan Lodewijkx,,,0,1,,,,,,,,,boven de stroom,,
