multimedia_id,deployment_id,sequence_id,timestamp,file_path,file_name,file_mediatype,comments
973e80fd-6784-424a-9b17-eb38d5e6436f,3b94f935-020f-49d8-bd59-1736f8a266c4,6ac9af2d-1cd8-4d91-b299-25b559139309,2020-06-03T20:19:10Z,https://www.agouti.eu/api/uploads/deployment-images/20191001132016-untitled/3b94f935-020f-49d8-bd59-1736f8a266c4/20200708132610-RCNX0001.JPG,20200708132610-RCNX0001.JPG,image/jpeg,
