deployment_id,location_id,location_name,longitude,latitude,start,end,setup_by,camera_id,camera_model,camera_interval,camera_height,bait_use,feature_type,tags,comments
3b94f935-020f-49d8-bd59-1736f8a266c4,9a72bd3a-2243-4ced-af9f-34df32483e55,B_ML_val 03_De Val,3.55083,51.275020000000005,2020-06-03T20:19:10Z,2020-07-03T20:57:38Z,Jan Lodewijkx,,,0,100,,,boven de stroom,
