observation_id,deployment_id,sequence_id,multimedia_id,timestamp,observation_type,sensor_method,camera_setup,scientific_name,vernacular_name,count,age,sex,behaviour,individual_id,classification_method,classified_by,classification_timestamp,classification_confidence,comments
57a8f8ab-8391-47ff-a89c-7425045cb31e,3b94f935-020f-49d8-bd59-1736f8a266c4,6ac9af2d-1cd8-4d91-b299-25b559139309,,2020-06-03T20:19:10Z,empty,motion detection,FALSE,,,,,,,,human,,,,
